license,company,county,city,zip,phone,classes,role,market
964480,A N A BUILDING AND DESIGN INC,San Mateo,MENLO PARK,94025,(408) 202 2231,B|C20,buyer_GC,SF_BAY
964493,GALCO CONSTRUCTION & DEVELOPMENT INC,San Mateo,BURLINGAME,94010,(415) 828 9011,B,buyer_GC,SF_BAY
964496,T AGUILAR'S CONSTRUCTION,Los Angeles,NORTH HOLLYWOOD,91606,(818) 220 4432,B,buyer_GC,LA
964520,NEW HORIZONS STONE & TILE GROUP INC,Los Angeles,TORRANCE,90504,(310) 958 4762,C54,partner,LA
964523,HOWARD SERVICES CORPORATION,Los Angeles,POMONA,91767,(909) 622 5598,B,buyer_GC,LA
964553,RIGO'S PAINTING AND CLEANING,Los Angeles,WINNETKA,91306,(818) 404 2162,C33,partner,LA
964613,D W BUILDERS,Los Angeles,LOMITA,90717,(310) 891 0332,B,buyer_GC,LA
964620,MR BUILDER GENERAL CONSTRUCTION INC,Los Angeles,PANORAMA CITY,91402,(818) 257 5773,B,buyer_GC,LA
964651,CAC BUILDERS INC,Alameda,HAYWARD,94544,(510) 773 0895,B,buyer_GC,SF_BAY
964664,RED STAG CONSTRUCTION COMPANY,Los Angeles,LOS ANGELES,90068,(888) 499 9236,B|C-6|C36,buyer_GC,LA
964687,FLOORING DISCOUNTERS INC,Alameda,OAKLAND,94618,(619) 316 1390,C15,partner,SF_BAY
964717,NORTH GENERAL CONSTRUCTION GROUP INC,Los Angeles,LAWNDALE,90260,(818) 479 1168,A|B|C21,buyer_GC,LA
964722,LUXUS CONSTRUCTION INC,Los Angeles,SAN MARINO,91108,(310) 270 8596,B|C10,buyer_GC,LA
964732,STELLALUX CONSTRUCTION,Alameda,OAKLAND,94611,(510) 601 1167,B,buyer_GC,SF_BAY
964739,CHUNG NONG CONTRACTORS,Los Angeles,TORRANCE,90502,(310) 650 8836,B|C51,buyer_GC,LA
964740,AQUA BLUE CONSTRUCTION POOLS AND SPAS,Los Angeles,VALENCIA,91354,(661) 478 5352,B|C53,buyer_GC,LA
964744,LIS REMODELING,Los Angeles,WINNETKA,91306,(818) 216 8290,B,buyer_GC,LA
964749,NODARSE DESIGN & CONSTRUCTION,Los Angeles,AZUSA,917024900,(626) 893 1861,B,buyer_GC,LA
964766,DWC,Los Angeles,PORTER RANCH,91326,(213) 700 4374,B,buyer_GC,LA
964771,PAUL COFFEY CONSTRUCTION INC,San Mateo,SAN BRUNO,94066,(650) 308 5569,B,buyer_GC,SF_BAY
964827,HANDY JOBS INC,San Francisco,SAN FRANCISCO,94141,(415) 596 6661,B,buyer_GC,SF_BAY
964854,SINCLAIRE CONSTRUCTION ENTERPRISES,Los Angeles,MALIBU,90265,(424) 274 3675,B,buyer_GC,LA
964880,ALL AMERICAN REMODELING,Los Angeles,SOUTH GATE,90280,(323) 437 8217,B|C33,buyer_GC+partner,LA
964886,T A CONSTRUCTION,San Francisco,SAN FRANCISCO,94116,(415) 412 2865,B,buyer_GC,SF_BAY
964905,CARL PROCIDA CONSTRUCTION INC,Los Angeles,WHITTIER,90601,(562) 201 3043,B,buyer_GC,LA
964951,NAMA REMODELING & CONSTRUCTION INC,Los Angeles,BEVERLY HILLS,90212,(310) 666 3433,B,buyer_GC,LA
964955,DOMINGUEZ PAINTING,Los Angeles,POMONA,91767,(909) 630 3530,C33,partner,LA
964965,GREEN CONCEPTION INC,Los Angeles,BURBANK,91502,(818) 804 3132,B,buyer_GC,LA
964998,BLUE BIRDS CONSTRUCTION INC,San Francisco,SAN FRANCISCO,94132,(415) 710 8133,B|C36,buyer_GC,SF_BAY
965015,NILSEN CONSTRUCTION INC,Los Angeles,MALIBU,90265,(310) 488 1139,B,buyer_GC,LA
965022,UR CHOICE CONSTRUCTION,San Francisco,SAN FRANCISCO,94133,(415) 680 6979,B,buyer_GC,SF_BAY
965027,ODYSSEUS BUILDERS,San Francisco,SAN FRANCISCO,94109,(415) 678 9747,B,buyer_GC,SF_BAY
965030,CONFLO SERVICES INC,Alameda,HAYWARD,94545,(510) 732 6695,A|ASB|B|C21|C22|HAZ,buyer_GC,SF_BAY
965036,UNIQUE COLOURS INC,Los Angeles,COVINA,91723,(310) 345 7910,B|C33,buyer_GC+partner,LA
965043,CONSTRUCTION FOR LESS,Los Angeles,RESEDA,91335,(310) 634 3866,B,buyer_GC,LA
965051,M R M CONSTRUCTION,Los Angeles,PALOS VERDES ESTATES,90274,(310) 720 1159,B,buyer_GC,LA
965056,TONY VINH CONSTRUCTION,San Francisco,SAN FRANCISCO,94124,(415) 699 5694,B,buyer_GC,SF_BAY
965058,R P QUALITY CONSTRUCTION,Los Angeles,VAN NUYS,91401,(818) 317 1435,B,buyer_GC,LA
965063,BHOGAL BUILDERS AND ELECTRIC COMPANY,Alameda,UNION CITY,94587,(510) 516 8845,B|C10,buyer_GC,SF_BAY
965086,JAMESWOOD CONSTRUCTION,Los Angeles,ROSEMEAD,91770,(626) 382 6938,B,buyer_GC,LA
965097,GENIUS CONSTRUCTION INC,Los Angeles,CANOGA PARK,91303,(818) 307 2577,B,buyer_GC,LA
965105,COVER ALL CONSTRUCTION,Los Angeles,SIGNAL HILL,90755,(310) 703 7500,B,buyer_GC,LA
965115,OUTLINES CONSTRUCTION INC,Los Angeles,BEVERLY HILLS,90210,(310) 273 2999,B,buyer_GC,LA
965154,YUJI MASUMORI,Los Angeles,SOUTH PASADENA,91030,(213) 304 3478,B|C36,buyer_GC,LA
965168,SONORA CONSTRUCTION INC,Los Angeles,MISSION HILLS,913452338,(818) 310 2917,B,buyer_GC,LA
965193,GOLDEN POINT CONSTRUCTION,Los Angeles,LOS ANGELES,90001,(323) 240 7914,B,buyer_GC,LA
965195,MANUEL CASTRO,Los Angeles,LONG BEACH,90808,(562) 417 1422,B,buyer_GC,LA
965210,ZORZOLI CONSTRUCTION INC,Los Angeles,PASADENA,91106,(626) 789 9521,B,buyer_GC,LA
965212,DRIVYN DEVELOPMENT INC,Alameda,FREMONT,94538,(510) 870 8743,B,buyer_GC,SF_BAY
965215,T J N CONSTRUCTION INC,Los Angeles,LEONA VALLEY,93551,(661) 810 1664,B,buyer_GC,LA
965248,HOFFICE BEAUTIFUL INC,Los Angeles,DIAMOND BAR,91765,(626) 380 7679,B|C15,buyer_GC+partner,LA
965267,MODERN TECHNOLOGY RESOURCES INC,San Francisco,SAN FRANCISCO,94124,(415) 602 2290,A|B|C27|C36|C57|HAZ,buyer_GC,SF_BAY
965300,ROBERT CRAM CONSTRUCTION,San Francisco,SAN FRANCISCO,94127,(415) 613 8319,B,buyer_GC,SF_BAY
965326,J C G DRYWALL INC,Los Angeles,COMPTON,90222,(310) 345 1156,B|C-9,buyer_GC,LA
965331,C H BURNHAM INC,San Francisco,SAN FRANCISCO,94112,(415) 407 4036,B,buyer_GC,SF_BAY
965386,RENE CONSTRUCTION INC,Los Angeles,RESEDA,91335,(213) 392 5740,B|C10|C36,buyer_GC,LA
965388,JAMES E SCHENKEL,San Mateo,REDWOOD CITY,94063,(650) 814 6294,B,buyer_GC,SF_BAY
965421,WOODS DESIGN GROUP,Los Angeles,LOS ANGELES,90049,(310) 880 0352,B,buyer_GC,LA
965431,RODCO,Los Angeles,MANHATTAN BEACH,90266,(310) 353 6789,B,buyer_GC,LA
965434,ARAR MAINTENANCE SERVICE,Los Angeles,GLENDALE,91203,(818) 552 2879,B|C33|C36,buyer_GC+partner,LA
965466,ALL GOODMAN CONSTRUCTION CO,Los Angeles,DOWNEY,90241,(949) 374 0311,B,buyer_GC,LA
965472,AZ SOLAR,Los Angeles,ROWLAND HEIGHTS,91748,(626) 715 5523,B|C46,buyer_GC,LA
965475,EMINENT CONSTRUCTION,Los Angeles,ENCINO,91416,(888) 330 8818,B|C-8|D06,buyer_GC,LA
965545,C M CONSTRUCTION,Los Angeles,TOPANGA,90290,(310) 924 2326,B,buyer_GC,LA
965553,VANTAGE DEVELOPMENT,Los Angeles,HACIENDA HEIGHTS,91745,(626) 236 2368,B,buyer_GC,LA
965577,RON COHEN,San Mateo,SAN MATEO,94403,(650) 995 6063,B,buyer_GC,SF_BAY
965596,ABDIAS LOPEZ,Los Angeles,PICO RIVERA,90660,(323) 253 7259,B,buyer_GC,LA
965619,S G T CONSTRUCTION,Los Angeles,TORRANCE,90505,(310) 922 3763,B,buyer_GC,LA
965641,BARRIOS PAINTING INC,San Francisco,SAN FRANCISCO,94124,(415) 424 2470,C33,partner,SF_BAY
965649,BRENNAN STRONGHOLD CONSTRUCTION INC,San Francisco,SAN FRANCISCO,94141,(415) 269 1785,B|HAZ,buyer_GC,SF_BAY
965653,CENTENNIAL CONSTRUCTION COMPANY,Los Angeles,LOS ANGELES,90025,(310) 625 4292,B,buyer_GC,LA
965667,LUX PROP CONSTRUCTION INC,Los Angeles,TARZANA,91356,(818) 987 3132,B,buyer_GC,LA
965676,TEAM YOUNG INC,Los Angeles,BALDWIN PARK,91706,(626) 589 4212,B|C10|C20|C36|HAZ,buyer_GC,LA
965687,DAVID TRAP'S CONSTRUCTION,Los Angeles,NORTH HOLLYWOOD,91601,(818) 679 1090,B,buyer_GC,LA
965702,SA CONSTRUCTION INC,Los Angeles,CULVER CITY,90230,(310) 337 2866,B,buyer_GC,LA
965708,CININ,Los Angeles,SOUTH GATE,90280,(562) 881 2185,B,buyer_GC,LA
965762,KYDA CONSTRUCTION,Alameda,SAN LEANDRO,94577,(510) 717 4371,B|C10,buyer_GC,SF_BAY
965776,BRENNAN CONSTRUCTION,Los Angeles,BURBANK,91502,(818) 624 0711,B,buyer_GC,LA
965795,GUOBIN YU,Alameda,OAKLAND,94601,(510) 388 1176,B,buyer_GC,SF_BAY
965838,J M CONSTRUCTION,San Francisco,SAN FRANCISCO,94127,(415) 902 1936,B,buyer_GC,SF_BAY
965843,KEIGHTLEY BUILDERS INC,San Francisco,SAN FRANCISCO,94117,(415) 374 5840,B,buyer_GC,SF_BAY
965889,ALL AMERICAN FLOORING,Alameda,DUBLIN,94568,(925) 580 2303,C15,partner,SF_BAY
965891,L2M BUILDERS,Alameda,SAN LEANDRO,94578,(510) 614 8769,B,buyer_GC,SF_BAY
965893,GARAY CONSTRUCTION INC,Los Angeles,BALDWIN PARK,91706,(626) 343 9558,A|B|C-8,buyer_GC,LA
965914,RENEW WINDOWS & DOORS,Los Angeles,ENCINO,91356,(818) 422 0939,B|C17|C33|C36,buyer_GC+partner,LA
965923,HONG'S CUSTOM BUILDERS PC,San Mateo,DALY CITY,94015,(415) 729 1081,B,buyer_GC,SF_BAY
965932,PETE'S CUSTOM HARDWOOD FLOORS,Los Angeles,SOUTH GATE,90280,(323) 559 4344,C15,partner,LA
965947,WMW INC DBA WEATHER MASTERS WATERPROOFING,Los Angeles,SHERMAN OAKS,91403,(310) 312 1700,B|C33,buyer_GC+partner,LA
965949,FLOORISH,Los Angeles,VENICE,90291,(310) 454 0697,C15,partner,LA
965984,JASON ZIGANTI CONSTRUCTION,Alameda,LIVERMORE,94550,(831) 345 6997,B,buyer_GC,SF_BAY
965987,KIRSTEN BRICE INC,Alameda,FREMONT,94536,(510) 393 4515,B,buyer_GC,SF_BAY
965992,AMERITILE U S A,Los Angeles,MONTEBELLO,90640,(702) 525 1901,C54,partner,LA
965997,ST GEORGE CONSTRUCTION INC,Los Angeles,DOWNEY,90241,(562) 400 2320,B,buyer_GC,LA
966004,MODERN BLUE CONSTRUCTION INC,Los Angeles,LOS ANGELES,90049,(310) 990 9915,B,buyer_GC,LA
966012,P POWER CONSTRUCTION INC,San Mateo,EL GRANADA,94018,(650) 703 4626,B,buyer_GC,SF_BAY
966023,PREFERRED COMMERCIAL PROPERTY MANAGEMENT INC,Los Angeles,VALENCIA,91355,(661) 607 1812,B|C10,buyer_GC,LA
966030,PROSPER CONSTRUCTION COMPANY,Alameda,OAKLAND,94606,(415) 725 3388,B,buyer_GC,SF_BAY
966040,MOORE BROTHERS 2 NORTH DIVISION,Los Angeles,LANCASTER,93535,(818) 371 2263,B|C39,buyer_GC,LA
966050,R & L CONSTRUCTION,San Mateo,DALY CITY,94015,(415) 269 0527,B,buyer_GC,SF_BAY
966083,BEVERLY HILLS PAINTING & CONSULTING,Los Angeles,SANTA MONICA,90405,(310) 704 3103,C33,partner,LA
966120,URBAN WEST CONSTRUCTION INC,San Francisco,SAN FRANCISCO,94102,(415) 559 1227,A|B,buyer_GC,SF_BAY
966130,ASC CONSTRUCTION SERVICES INC,San Mateo,MENLO PARK,94025,(650) 321 2894,B,buyer_GC,SF_BAY
966132,PACIFIC BUILDING CONSTRUCTION INC,Alameda,SAN LEANDRO,94577,(510) 759 8264,B,buyer_GC,SF_BAY
966143,GREENWICH HOME CONSTRUCTION & REMODELING INC,Los Angeles,SAN MARINO,91108,(310) 488 9979,B,buyer_GC,LA
966149,JDA BUILDERS INC,San Mateo,SOUTH SAN FRANCISCO,94080,(415) 215 5007,B,buyer_GC,SF_BAY
966168,RRASSK SERVICES INC,Los Angeles,PALMDALE,93550,(661) 510 9171,B,buyer_GC,LA
966172,DESERT WINDS DEVELOPMENT INC,Los Angeles,PALMDALE,93551,(661) 538 0276,B,buyer_GC,LA
966195,BENJAMIN SANGKU LEE,Los Angeles,LOS ANGELES,90036,(213) 444 8222,B,buyer_GC,LA
966212,MODERN TILE,Alameda,CASTRO VALLEY,94546,(510) 869 9205,C54,partner,SF_BAY
966265,SUPERIOR STONE WORKS,Los Angeles,GLENDALE,91205,(818) 437 6040,C54,partner,LA
966280,O'HAYER TILE,Los Angeles,WEST HILLS,91304,(818) 974 1826,C54,partner,LA
966283,COMPLETE PROPERTY DEVELOPMENT,Alameda,BERKELEY,94704,(510) 325 7462,B|C10,buyer_GC,SF_BAY
966292,GIANI CONSTRUCTION,Los Angeles,WEST HILLS,91304,(818) 408 1649,B,buyer_GC,LA
966329,SPLENDID STONE AND TILE INC,Los Angeles,NORTH HOLLYWOOD,91605,(818) 765 1665,C29|C54,partner,LA
966339,J N CONSTRUCTIONS,Los Angeles,ROSEMEAD,91770,(626) 202 4790,B,buyer_GC,LA
966370,CALIFORNIA CUSTOM CARPETS INC HATFIELD TILE,Alameda,DUBLIN,94568,(925) 828 7810,C15|C54,partner,SF_BAY
966399,KAM'S CONSTRUCTION INC,San Mateo,SOUTH SAN FRANCISCO,94080,(415) 307 2306,B|C10,buyer_GC,SF_BAY
966407,GLOBAL FACILITY SERVICES INC,Los Angeles,SANTA FE SPRINGS,90670,(562) 944 0200,C33,partner,LA
966453,PARKIA INC,Los Angeles,SANTA FE SPRINGS,90670,(562) 280 2401,A|B|C10|C31|D31,buyer_GC,LA
966454,R C I CONSTRUCTION INC,San Mateo,REDWOOD CITY,94061,(650) 483 8773,B,buyer_GC,SF_BAY
966484,RAY CHANG,San Mateo,SAN MATEO,94401,(650) 826 1838,B|C10|C36,buyer_GC,SF_BAY
966490,PARVIZ KAMANGAR,San Francisco,SAN FRANCISCO,94108,(415) 516 6777,B,buyer_GC,SF_BAY
966493,MICHAEL SLAYTON GENERAL CONTRACTING INC,Los Angeles,GLENDORA,91741,(626) 733 2777,B,buyer_GC,LA
966516,FRANCIS CONSTRUCTION,Los Angeles,LOS ANGELES,90016,(310) 920 6488,B,buyer_GC,LA
966519,COTOCON,Los Angeles,SAN FERNANDO,91340,(323) 833 1900,B,buyer_GC,LA
966542,CLEAN CUT STONE INC,Los Angeles,WOODLAND HILLS,91367,(818) 857 7831,C54,partner,LA
966583,S R V BUILDERS INC,Los Angeles,LOS ANGELES,90049,(310) 403 1596,B,buyer_GC,LA
966585,SO CAL PAINTING DONE RIGHT,Los Angeles,COMPTON,90220,(562) 253 9723,C33,partner,LA
966590,MATA CONTRACTING CORPORATION DBA OM CONSTRUCTION,Los Angeles,GLENDALE,91203,(818) 696 1179,B|C21,buyer_GC,LA
966738,LOCAL CONSTRUCTION REMODELING,Los Angeles,MISSION HILLS,91345,(818) 642 2333,B|C10,buyer_GC,LA
966745,POSH FLOORING INC,Los Angeles,SANTA CLARITA,91390,(310) 699 9501,C15,partner,LA
966759,QUALITY PETROLEUM SERVICES INC,Los Angeles,NORTHRIDGE,91324,(818) 993 8266,A|B|HAZ,buyer_GC,LA
966806,BEAU FINATO CONSTRUCTION,San Mateo,REDWOOD CITY,94063,(650) 965 2577,B,buyer_GC,SF_BAY
966813,GREENLIFE DESIGN & CONSTRUCTION INC,Los Angeles,STUDIO CITY,91604,(818) 284 8092,B,buyer_GC,LA
966815,WESTWOOD CONSTRUCTION,Los Angeles,BELLFLOWER,90706,(310) 261 0063,B,buyer_GC,LA
966844,RINDTEK INC,Los Angeles,LAKEWOOD,90712,(310) 696 8271,B,buyer_GC,LA
966859,HAO HOA TA,Los Angeles,ALHAMBRA,91802,(626) 688 4837,B,buyer_GC,LA
966875,ZHAO GUO,Los Angeles,WEST COVINA,91791,(949) 466 7088,B,buyer_GC,LA
966883,BENNY'S GENERAL BUILDING INC,Los Angeles,AZUSA,91702,(626) 483 7438,B,buyer_GC,LA
966885,COMCORE CONSTRUCTION INC,Los Angeles,BALDWIN PARK,91706,(626) 616 0865,B,buyer_GC,LA
966886,ACI SERVICES,Los Angeles,WOODLAND HILLS,91367,(310) 877 8666,B|C20|C36,buyer_GC,LA
966893,NEW CITIES CONSTRUCTION,San Francisco,SAN FRANCISCO,94134,(415) 307 5172,B,buyer_GC,SF_BAY
966894,HAOJIANG ZHENG,Los Angeles,DIAMOND BAR,91765,(626) 890 8185,B,buyer_GC,LA
966906,CORE PAINTING,Los Angeles,GRANADA HILLS,91344,(818) 943 5880,C33,partner,LA
966912,J L ANDERSEN,Los Angeles,WHITTIER,90604,(714) 713 7793,B,buyer_GC,LA
966917,101 WEST PAINTING,Los Angeles,SANTA CLARITA,91350,(818) 579 3853,C33,partner,LA
966931,A INFINITI CONSTRUCTION INC,Los Angeles,LOS ANGELES,90025,(310) 721 5488,B,buyer_GC,LA
966964,C M C HARDWOOD FLOORS INC,Los Angeles,LOS ANGELES,90046,(323) 498 5639,C15,partner,LA
966969,MCDUNN CONSTRUCTION INC,Alameda,BERKELEY,94708,(510) 710 1907,B,buyer_GC,SF_BAY
966987,3TEN STONE & TILE INC,Los Angeles,WEST HILLS,91307,(805) 298 2254,C54,partner,LA
966999,TONY CHANG,Alameda,PIEDMONT,94611,(510) 847 5283,B,buyer_GC,SF_BAY
967000,JOE CAJCHUM,San Francisco,SAN FRANCISCO,94103,(415) 988 2530,B,buyer_GC,SF_BAY
967010,TACHTOOK TACKTOOK CONSTRUCTION,San Francisco,SAN FRANCISCO,94131,(415) 533 0370,B,buyer_GC,SF_BAY
967023,EAGLE EYE BUILDERS INC,Los Angeles,LA PUENTE,91746,(323) 503 0846,B,buyer_GC,LA
967049,R & A TILE AND MARBLE,Los Angeles,LOS ANGELES,90011,(323) 600 7872,C54,partner,LA
967054,P L E,Los Angeles,ARCADIA,91007,(626) 319 2318,B|C10|C20,buyer_GC,LA
967109,SEVEN HO CONSTRUCTION,Los Angeles,EL MONTE,91733,(626) 786 5597,B,buyer_GC,LA
967111,MICHAEL ANTHONY SHORT,Los Angeles,PASADENA,91101,(310) 918 9775,B,buyer_GC,LA
967117,M R P CONSTRUCTION,Los Angeles,NORTHRIDGE,91343,(818) 624 9309,B,buyer_GC,LA
967135,ABSTRACT WINDOWS INC,San Mateo,SAN CARLOS,94070,(650) 863 0639,B|C17|D52,buyer_GC,SF_BAY
967140,OSKAR SIGETI CONSTRUCTION,Los Angeles,VALENCIA,91354,(818) 300 1557,B,buyer_GC,LA
967167,RAINBOWS PAINTING & CONSTRUCTION INC,Los Angeles,WEST HOLLYWOOD,90069,(818) 212 8000,B|C33,buyer_GC+partner,LA
967176,JEFFREY L EVANS,Los Angeles,ALTADENA,91001,(626) 676 5333,C35,partner,LA
967188,MORFIN PAINTING COMPANY,Alameda,SAN LEANDRO,94577,(510) 862 1328,C33,partner,SF_BAY
967204,A & M BUILDERS GROUP INC,Los Angeles,TARZANA,91356,(310) 913 1605,B,buyer_GC,LA
967217,ARTISTIC GEOMETRY INC,Alameda,OAKLAND,94611,(510) 969 4943,B|C54,buyer_GC+partner,SF_BAY
967218,J L MOODY CONSTRUCTION & DEVELOPMENT INC,Los Angeles,CARSON,90746,(877) 571 5569,B|C-8,buyer_GC,LA
967265,A & G CONSTRUCTION,Alameda,SAN LEANDRO,94579,(415) 407 4279,B,buyer_GC,SF_BAY
967285,AREA MASONRY COMPANY,Los Angeles,SANTA CLARITA,91321,(818) 400 7645,B|C29,buyer_GC,LA
967300,CORNEJO CONSTRUCTION INC,Los Angeles,LOS ANGELES,90059,(626) 786 1057,B,buyer_GC,LA
967318,AAA TEAM PAINTING,Los Angeles,LAWNDALE,90260,(323) 251 6067,C33,partner,LA
967319,B T & C CONSTRUCTION,Los Angeles,LONG BEACH,90808,(512) 547 4334,B,buyer_GC,LA
967329,BEACH HOMES DEVELOPMENT,Los Angeles,MANHATTAN BEACH,90266,(310) 345 7350,B,buyer_GC,LA
967336,TN BUILDING INC,San Francisco,SAN FRANCISCO,94122,(415) 745 5563,B,buyer_GC,SF_BAY
967343,OFFICE SEKKEI AMERICA INC,Los Angeles,TORRANCE,90501,(310) 715 1001,B,buyer_GC,LA
967346,JAN BUILDING CO,Los Angeles,BEVERLY HILLS,90212,(310) 432 0800,B,buyer_GC,LA
967348,B M I GROUP INC,Los Angeles,CALABASAS,91302,(818) 835 8000,B,buyer_GC,LA
967371,WEST NET COMMERCIAL CONSTRUCTION CO,Los Angeles,PICO RIVERA,90660,(562) 419 9050,B,buyer_GC,LA
967387,LC FLOORING LLC,Los Angeles,NORTHRIDGE,91325,(818) 585 1865,C15,partner,LA
967409,ADAN RAMOS,Alameda,HAYWARD,94541,(510) 825 2155,B,buyer_GC,SF_BAY
967418,RICK'S HORIZON,Los Angeles,LOS ANGELES,90057,(323) 620 9289,B,buyer_GC,LA
967449,NATHAN SHAFER,Los Angeles,LANCASTER,93536,(661) 403 9564,B,buyer_GC,LA
967459,J Y CONSTRUCTION & DESIGN,Los Angeles,TORRANCE,90503,(310) 382 0114,B,buyer_GC,LA
967477,R GARCIA ELECTRIC,Los Angeles,CANYON COUNTRY,91351,(661) 309 7215,B|C10,buyer_GC,LA
967491,TEAK MASTER INC,Los Angeles,PASADENA,91117,(626) 672 6624,C33,partner,LA
967513,MIKE LIU,Los Angeles,WEST COVINA,91792,(626) 617 9955,B,buyer_GC,LA
967534,GAVNEY CONSTRUCTION,San Mateo,PACIFICA,94044,(415) 516 1795,B,buyer_GC,SF_BAY
967544,FIVE SOUTH CORP,San Francisco,SAN FRANCISCO,94121,(760) 846 9760,B,buyer_GC,SF_BAY
967578,SANTA CLARITA FLOORING CENTER,Los Angeles,SANTA CLARITA,91350,(661) 951 2200,C15,partner,LA
967598,MAKSIM KORZHENKOV,San Francisco,SAN FRANCISCO,94118,(415) 756 6887,B,buyer_GC,SF_BAY
967613,"LANDMARK BUILDING, INC",Los Angeles,LOS ANGELES,90027,(323) 697 8322,B,buyer_GC,LA
967616,LORD AND SONS BUILDERS INC,Los Angeles,PASADENA,91107,(530) 400 1841,B|C16,buyer_GC,LA
967617,B P CONSTRUCTION,Alameda,HAYWARD,94542,(650) 995 0327,B,buyer_GC,SF_BAY
967621,BLACKROCK DESIGN BUILD,Los Angeles,WEST HILLS,91307,(818) 723 8271,A|B,buyer_GC,LA
967632,ARMEX CONTRACTING,Los Angeles,GRANADA HILLS,91344,(818) 515 1625,B,buyer_GC,LA
967633,T L B CONSTRUCTION CORP,Los Angeles,LA CANADA,91011,(818) 659 5908,B,buyer_GC,LA
967650,GREEN CAP CONSTRUCTION INC,Los Angeles,VAN NUYS,91406,(323) 806 9888,B,buyer_GC,LA
967681,ROOF BUDDY,Los Angeles,LOS ANGELES,90035,(877) 852 8339,B|C39,buyer_GC,LA
967768,H & F GOMEZ CONSTRUCTION INC,Los Angeles,MONTEBELLO,90640,(213) 215 4603,B,buyer_GC,LA
967782,D U A BUILD,Los Angeles,PASADENA,91107,(310) 561 6277,B,buyer_GC,LA
967853,CASTLE CONSTRUCTION,San Francisco,SAN FRANCISCO,94112,(415) 368 5782,B,buyer_GC,SF_BAY
967854,J M C CONSTRUCTION,Los Angeles,WEST HILLS,91307,(818) 940 8086,B,buyer_GC,LA
967864,JOEL & CO CONSTRUCTION,Los Angeles,LOS ANGELES,90049,(310) 728 6181,B,buyer_GC,LA
967877,STYLE CONSTRUCTION & DESIGN,Los Angeles,ARCADIA,91006,(562) 842 7462,B,buyer_GC,LA
967881,DORADO CONSTRUCTION,Los Angeles,COMPTON,90222,(323) 333 5455,B,buyer_GC,LA
967917,AMERICAN HONOR BUILDER INC,San Mateo,BURLINGAME,94010,(415) 350 0023,B|C36,buyer_GC,SF_BAY
967923,APD CONSTRUCTION,Los Angeles,WOODLAND HILLS,91364,(818) 984 3577,B|C10,buyer_GC,LA
967926,MORA'S PAINTING,San Francisco,SAN FRANCISCO,94134,(415) 710 4710,C33,partner,SF_BAY
967967,LEVEL 3 CONSTRUCTION AND MANAGEMENT INC,Los Angeles,WEST COVINA,91791,(323) 376 5047,B,buyer_GC,LA
967986,LANAI CONSTRUCTION INC,Los Angeles,WOODLAND HILLS,91364,(818) 750 8358,B,buyer_GC,LA
968021,DAVID SPARKS CONSTRUCTION,Alameda,OAKLAND,94602,(510) 812 1242,B,buyer_GC,SF_BAY
968032,JEMBY ELECTRIC INC,Alameda,FREMONT,94538,(510) 900 9505,B|C10,buyer_GC,SF_BAY
968036,J & T CONSTRUCTION,San Mateo,SAN MATEO,94401,(415) 745 0519,B,buyer_GC,SF_BAY
968051,RICARDO COCA RODRIGUEZ PAINTING AND DECORATING,Los Angeles,CANOGA PARK,91303,(818) 438 2865,C33,partner,LA
968078,KITCHEN AND FLOORING CENTER INC,Los Angeles,DIAMOND BAR,91789,(909) 594 5020,B|C54,buyer_GC+partner,LA
968080,OLDSTONE CONSTRUCTION INC,Los Angeles,RANCHO PALOS VERDES,90275,(310) 710 9838,B,buyer_GC,LA
968120,L J PROPERTIES INC,Los Angeles,LA CANADA,91012,(818) 790 6070,B,buyer_GC,LA
968165,LAI YANG CONTRUCTION,San Mateo,SOUTH SAN FRANCISCO,94080,(415) 728 1928,B,buyer_GC,SF_BAY
968170,JENCOR CONSTRUCTION INC,Los Angeles,TARZANA,91356,(310) 770 7707,B,buyer_GC,LA
968174,WESTCAL PROPERTY GROUP INC,Los Angeles,MANHATTAN BEACH,90266,(310) 606 9266,B,buyer_GC,LA
968183,JEN CHIH LEE,Los Angeles,CERRITOS,90703,(562) 299 2290,B,buyer_GC,LA
968184,H C H P CONTRACTORS LP,Los Angeles,GARDENA,90248,(424) 258 2884,B,buyer_GC,LA
968203,MADISON CASTLE,Los Angeles,CARSON,90746,(310) 213 1574,B|C-2,buyer_GC,LA
968209,BALSAM DESIGN BUILD INC,Alameda,OAKLAND,94602,(510) 410 9510,B,buyer_GC,SF_BAY
968210,DS1 CONSTRUCTION INC,Los Angeles,CALABASAS,91302,(818) 377 3840,B,buyer_GC,LA
968211,A R V GENERAL CONSTRUCTION,Los Angeles,RESEDA,91335,(818) 642 3991,B,buyer_GC,LA
968219,TRAVIS ELY,Los Angeles,ARCADIA,91006,(626) 538 7455,B,buyer_GC,LA
968222,A & A ENTERPRISES,Los Angeles,LA CANADA,91011,(818) 957 8000,B|C-7|C10|C16,buyer_GC,LA
968237,LA-DECKS,Los Angeles,LOS ANGELES,90024,(323) 510 7228,B,buyer_GC,LA
968256,ZAC TAYLOR DEVELOPMENT INC,Los Angeles,SHERMAN OAKS,91401,(818) 779 2923,B,buyer_GC,LA
968304,ARA MARTIROSYAN,Los Angeles,GLENDALE,91201,(818) 406 6660,B,buyer_GC,LA
